Archivio estrazioni VinciCasa
Concorso	Data	N.1	N.2	N.3	N.4	N.5	V5	Q5	V4	Q4	V3	Q3	V2	Q2
264	21/09/2021	4	8	23	30	37	0	50000000	11	17956	354	1973	3647	264
263	20/09/2021	6	13	22	23	25	0	50000000	5	28061	272	1824	2796	244
262	19/09/2021	4	18	19	26	38	0	50000000	4	30878	230	1899	2310	260
261	18/09/2021	5	7	29	30	33	0	50000000	4	61313	407	2131	4839	247
260	17/09/2021	3	10	21	35	39	0	50000000	6	31220	246	2692	3209	284
259	16/09/2021	3	6	18	22	26	0	50000000	15	13732	415	1755	4151	242
258	15/09/2021	5	16	28	37	38	0	50000000	7	25861	223	2870	2915	302
257	14/09/2021	4	5	7	11	35	0	50000000	22	9511	475	1557	4870	209
256	13/09/2021	3	8	16	23	33	0	50000000	8	21991	364	1709	3648	235
255	12/09/2021	18	29	30	37	38	0	50000000	3	41674	115	3844	1796	339
254	11/09/2021	13	26	28	30	39	0	50000000	8	30260	305	2806	3906	302
253	10/09/2021	8	10	26	28	37	0	50000000	9	20631	289	2272	3435	263
252	09/09/2021	2	13	23	25	26	0	50000000	8	25734	379	1921	4007	250
251	08/09/2021	1	3	17	18	32	0	50000000	5	36017	297	2144	3409	257
250	07/09/2021	13	14	28	37	40	0	50000000	7	29303	291	2492	3414	293
249	06/09/2021	7	14	21	33	37	0	50000000	10	17724	327	1916	3156	273
248	05/09/2021	12	17	24	25	32	0	50000000	3	41974	216	2061	2248	273
247	04/09/2021	20	23	24	26	30	0	50000000	8	30162	342	2495	3987	295
246	03/09/2021	1	12	15	25	40	0	50000000	6	30816	351	1862	3439	262
245	02/09/2021	12	15	19	24	27	0	50000000	10	20526	429	1692	4177	239
244	01/09/2021	15	16	26	27	35	0	50000000	3	60190	231	2764	2912	302
243	31/08/2021	16	23	24	28	34	0	50000000	7	28911	262	2731	3219	306
242	30/08/2021	1	3	17	32	39	0	50000000	14	12175	236	2554	3093	268
241	29/08/2021	6	8	14	17	33	0	50000000	8	15305	226	1915	2502	238
240	28/08/2021	14	15	22	35	37	0	50000000	10	23103	298	2741	3580	314
239	27/08/2021	8	11	12	17	27	0	50000000	12	14690	531	1174	4514	190
238	26/08/2021	5	36	38	39	40	0	50000000	9	21972	237	2950	2843	339
237	25/08/2021	6	13	18	33	39	0	50000000	11	15432	251	2391	3017	274
236	24/08/2021	3	9	14	24	34	0	50000000	18	10870	338	2047	3701	257
235	23/08/2021	10	13	15	28	29	0	50000000	4	41139	246	2365	3030	264
234	22/08/2021	6	10	28	38	39	0	50000000	5	22341	140	2821	1782	305
233	21/08/2021	5	17	20	29	34	0	50000000	13	16451	367	2060	4078	255
232	20/08/2021	21	22	26	33	40	0	50000000	11	15345	208	2869	2619	314
231	19/08/2021	4	6	12	13	30	0	50000000	10	19068	380	1774	4023	231
230	18/08/2021	17	18	22	27	32	0	50000000	4	40795	274	2106	2989	266
229	17/08/2021	19	29	32	33	40	0	50000000	4	47865	204	3319	2901	321
228	16/08/2021	13	16	20	36	40	0	50000000	4	38125	181	2979	2594	286
227	15/08/2021	14	20	24	30	39	0	50000000	1	104122	124	2969	1600	317
226	14/08/2021	2	13	18	24	38	0	50000000	10	21498	370	2054	3777	277
225	13/08/2021	11	26	28	36	37	0	50000000	4	44281	226	2771	2792	309
224	12/08/2021	5	10	20	24	40	0	50000000	26	7533	441	1570	3964	240
223	11/08/2021	3	21	29	33	36	0	50000000	3	56980	240	2518	2723	306
222	10/08/2021	12	16	21	24	39	0	50000000	11	17927	284	2455	3531	272
221	09/08/2021	2	19	23	33	36	0	50000000	4	42117	252	2364	2862	287
220	08/08/2021	12	15	17	22	38	0	50000000	5	24491	196	2209	2258	264
219	07/08/2021	25	26	35	37	40	0	50000000	4	58243	226	3645	3232	351
218	06/08/2021	15	23	32	37	40	0	50000000	4	46078	277	2353	2899	310
217	05/08/2021	11	12	14	23	35	0	50000000	10	20541	361	2012	4101	244
216	04/08/2021	13	20	23	29	30	0	50000000	7	25948	286	2245	3252	272
215	03/08/2021	4	11	17	22	32	0	50000000	16	13086	441	1679	4459	229
214	02/08/2021	6	7	22	25	30	0	50000000	11	16327	341	1862	3608	242
213	01/08/2021	2	5	9	20	24	0	50000000	7	18009	310	1438	2765	222
212	31/07/2021	21	24	27	37	40	0	50000000	8	29766	318	2648	3784	306
211	30/07/2021	10	12	29	31	34	0	50000000	6	30710	264	2468	3148	285
210	29/07/2021	13	20	22	27	37	0	50000000	8	25830	375	1948	3723	270
209	28/07/2021	23	24	26	28	36	1	50000000	2	88739	216	2905	2686	322
208	27/07/2021	6	13	19	23	33	0	50000000	12	16623	405	1741	3953	246
207	26/07/2021	2	8	9	13	27	0	50000000	17	10159	441	1384	4008	210
206	25/07/2021	13	15	26	28	36	0	50000000	6	20332	184	2344	1947	305
205	24/07/2021	3	4	16	21	31	0	50000000	5	47134	443	1881	4556	252
204	23/07/2021	5	19	26	39	40	0	50000000	6	30448	280	2307	3276	272
203	22/07/2021	5	10	22	32	38	0	50000000	6	34422	313	2333	3528	285
202	21/07/2021	19	24	26	29	37	0	50000000	8	22011	262	2376	2996	286
201	20/07/2021	3	10	13	32	38	0	50000000	6	34553	353	2077	3666	275
200	19/07/2021	16	23	24	32	34	0	50000000	5	34816	203	3032	2502	339
199	18/07/2021	9	12	20	22	27	1	50000000	8	15926	248	1816	2712	229
198	17/07/2021	4	16	30	33	37	0	50000000	7	35689	345	2560	3950	308
197	16/07/2021	22	23	25	29	34	0	50000000	5	37562	258	2574	2881	317
196	15/07/2021	21	23	24	30	33	0	50000000	6	35387	294	2554	3395	305
195	14/07/2021	8	11	14	15	34	0	50000000	7	25915	309	2076	3830	231
194	13/07/2021	14	18	34	39	40	0	50000000	12	17494	251	2957	2975	344
193	12/07/2021	11	16	20	22	37	0	50000000	11	15656	299	2036	3171	264
192	11/07/2021	1	2	14	17	22	0	50000000	8	15890	222	2025	2513	246
191	10/07/2021	9	25	33	37	40	0	50000000	16	15191	355	2421	3969	298
190	09/07/2021	6	12	32	39	40	0	50000000	8	23747	262	2564	3058	303
189	08/07/2021	11	14	18	20	25	0	50000000	8	26107	456	1619	4417	230
188	07/07/2021	2	4	13	22	29	0	50000000	5	35905	336	1889	3567	245
187	06/07/2021	4	12	16	17	28	0	50000000	16	13292	400	1880	4314	240
186	05/07/2021	8	16	32	38	39	0	50000000	5	35728	256	2467	2715	320
185	04/07/2021	11	15	27	31	35	0	50000000	7	18428	229	1992	2245	280
184	03/07/2021	12	14	22	29	38	0	50000000	9	27532	353	2482	4200	287
183	02/07/2021	10	11	23	26	27	0	50000000	5	38511	442	1540	4286	219
182	01/07/2021	4	19	25	34	35	0	50000000	10	21247	297	2530	3509	295
181	30/06/2021	1	4	6	19	28	0	50000000	14	13078	427	1516	4070	219
180	29/06/2021	11	18	23	28	34	0	50000000	15	13600	357	2020	3815	260
179	28/06/2021	3	21	27	31	37	0	50000000	12	15048	294	2172	3255	270
178	27/06/2021	4	15	19	20	22	0	50000000	4	31515	253	1762	2584	237
177	26/06/2021	11	14	24	25	39	0	50000000	6	40849	357	2427	4431	269
176	25/06/2021	2	26	29	33	35	0	50000000	3	63410	228	2950	2849	325
175	24/06/2021	11	14	15	28	30	0	50000000	15	13677	337	2152	3801	263
174	23/06/2021	2	6	14	27	29	0	50000000	7	25909	353	1816	3672	240
173	22/06/2021	13	23	25	32	37	0	50000000	9	23162	302	2441	3429	296
172	21/06/2021	6	23	27	37	40	0	50000000	7	25657	285	2228	3111	281
171	20/06/2021	17	18	19	20	39	0	50000000	5	25233	198	2253	2392	257
170	19/06/2021	10	13	19	25	38	0	50000000	24	10325	501	1749	4906	246
169	18/06/2021	2	25	26	32	37	0	50000000	5	38711	224	3055	2893	326
168	17/06/2021	10	13	32	33	37	1	50000000	5	42718	270	2797	3293	316
167	16/06/2021	6	10	18	27	37	1	50000000	17	10938	305	2155	3729	243
166	15/06/2021	9	12	21	28	30	1	50000000	13	16557	435	1749	4345	241
165	14/06/2021	1	7	16	36	39	0	50000000	5	36738	246	2640	3087	290
164	13/06/2021	17	19	26	28	31	0	50000000	5	26359	204	2284	2305	278
163	12/06/2021	6	11	13	18	32	0	50000000	12	21368	476	1905	5285	236
162	11/06/2021	7	8	13	15	17	0	50000000	14	14012	537	1291	4666	205
161	10/06/2021	9	12	18	24	26	0	50000000	14	15617	484	1597	4655	229
160	09/06/2021	8	10	23	32	39	0	50000000	9	21503	295	2320	3313	284
159	08/06/2021	9	10	14	26	30	0	50000000	12	18441	396	1976	4335	249
158	07/06/2021	1	7	17	21	40	0	50000000	16	11864	462	1453	4256	217
157	06/06/2021	3	5	7	16	20	0	50000000	13	10321	431	1100	3212	203
156	05/06/2021	2	3	11	13	25	0	50000000	19	13920	581	1609	6218	207
155	04/06/2021	1	11	14	21	37	0	50000000	12	16975	367	1962	3894	255
154	03/06/2021	1	4	5	11	14	0	50000000	23	10173	662	1249	5553	205
153	02/06/2021	10	18	20	34	36	0	50000000	5	29053	161	3190	2339	302
152	01/06/2021	14	16	19	27	31	0	50000000	8	29264	363	2280	4351	262
151	31/05/2021	4	11	23	33	34	0	50000000	6	32197	312	2189	3577	263
150	30/05/2021	7	10	18	19	31	0	50000000	5	26574	293	1603	2890	224
149	29/05/2021	1	30	32	38	39	0	50000000	7	37413	264	3508	3457	369
148	28/05/2021	8	12	14	30	38	0	50000000	11	18411	328	2183	3771	261
147	27/05/2021	10	11	28	35	38	0	50000000	13	17295	285	2789	3774	290
146	26/05/2021	9	13	26	31	32	0	50000000	17	11706	343	2051	3607	269
145	25/05/2021	11	16	32	38	39	0	50000000	8	27938	251	3149	3146	346
144	24/05/2021	5	22	29	32	33	0	50000000	4	46374	255	2572	3099	291
143	23/05/2021	1	3	11	21	36	0	50000000	6	22192	275	1712	2712	239
142	22/05/2021	4	11	18	28	32	0	50000000	10	26748	437	2164	5102	255
141	21/05/2021	8	12	23	25	27	0	50000000	14	14714	462	1576	4579	219
140	20/05/2021	11	20	22	27	30	0	50000000	13	17347	425	1876	4604	238
139	19/05/2021	18	29	36	37	38	0	50000000	4	49452	209	3347	2710	356
138	18/05/2021	6	10	15	21	32	0	50000000	14	16210	363	2210	4121	268
137	17/05/2021	7	11	19	38	39	0	50000000	13	14949	343	2003	3748	252
136	16/05/2021	5	17	18	24	36	0	50000000	2	67020	214	2215	2718	240
135	15/05/2021	3	4	8	21	28	1	50000000	24	11184	619	1533	6146	213
134	14/05/2021	2	3	4	5	33	0	50000000	29	7040	388	1860	4409	225
133	13/05/2021	1	6	13	17	39	0	50000000	14	16126	462	1728	4716	233
132	12/05/2021	1	12	17	34	36	0	50000000	10	20100	277	2566	3432	285
131	11/05/2021	7	8	25	31	32	0	50000000	7	32297	347	2304	4111	268
130	10/05/2021	11	16	31	34	37	0	50000000	5	38752	251	2730	2925	323
129	09/05/2021	8	15	16	20	26	0	50000000	9	14783	277	1698	2608	248
128	08/05/2021	8	12	15	16	27	0	50000000	18	14834	613	1540	5614	232
127	07/05/2021	4	16	22	28	39	0	50000000	12	17222	300	2436	3661	275
126	06/05/2021	2	14	26	31	33	0	50000000	8	28669	334	2428	3615	309
125	05/05/2021	14	19	22	35	38	0	50000000	1	203446	245	2936	3245	305
124	04/05/2021	1	6	17	35	36	0	50000000	4	60563	302	2836	3968	297
123	03/05/2021	3	11	17	20	21	1	50000000	20	10275	599	1213	4968	201
122	02/05/2021	1	6	7	16	23	0	50000000	9	14293	232	1960	2730	229
121	01/05/2021	14	26	29	31	36	0	50000000	5	33538	205	2892	2389	342
120	30/04/2021	1	2	10	23	29	0	50000000	12	18743	430	1849	4699	233
119	29/04/2021	2	5	14	18	34	0	50000000	14	16267	384	2097	4325	256
118	28/04/2021	9	22	23	32	34	0	50000000	5	40194	233	3050	3255	301
117	27/04/2021	12	21	22	24	37	0	50000000	9	25618	362	2252	4036	278
116	26/04/2021	2	22	28	29	35	0	50000000	11	17705	257	2679	3098	306
115	25/04/2021	3	4	8	20	33	0	50000000	8	16407	296	1568	3052	209
114	24/04/2021	4	16	18	19	34	0	50000000	14	19282	417	2289	4992	263
113	23/04/2021	4	5	9	21	26	1	50000000	18	11475	508	1437	4806	209
112	22/04/2021	4	11	16	21	22	0	50000000	18	12705	493	1640	4780	233
111	21/04/2021	4	6	11	25	39	0	50000000	5	39756	369	1905	4011	241
110	20/04/2021	29	30	33	34	36	0	50000000	4	57341	180	4506	2930	381
109	19/04/2021	4	10	16	27	40	0	50000000	12	16268	394	1752	3950	241
108	18/04/2021	5	9	14	23	24	0	50000000	10	13625	287	1678	2875	231
107	17/04/2021	7	16	29	34	39	0	50000000	6	46644	403	2455	4543	300
106	16/04/2021	5	15	23	27	29	0	50000000	9	23441	466	1601	4434	232
105	15/04/2021	3	16	19	20	26	0	50000000	16	14525	483	1701	4783	237
104	14/04/2021	5	6	8	11	19	0	50000000	25	8096	637	1123	5077	194
103	13/04/2021	6	14	20	22	30	0	50000000	7	33707	347	2404	4248	270
102	12/04/2021	9	17	20	33	35	0	50000000	8	24670	334	2089	3652	263
101	11/04/2021	18	23	27	35	40	0	50000000	7	19265	210	2271	2313	284
100	10/04/2021	4	6	21	24	35	0	50000000	7	40402	432	2315	4927	280
99	09/04/2021	13	15	17	35	40	0	50000000	10	21092	324	2302	3815	269
98	08/04/2021	17	25	30	31	37	0	50000000	4	58203	307	2681	3859	294
97	07/04/2021	17	21	26	29	37	0	50000000	12	17008	299	2413	3468	287
96	06/04/2021	13	22	26	32	37	0	50000000	6	40290	341	2507	3689	319
95	05/04/2021	16	20	21	26	28	0	50000000	2	53988	148	2580	1823	288
94	04/04/2021	4	8	29	33	35	0	50000000	7	15661	143	2711	2021	264
93	03/04/2021	7	21	27	30	36	0	50000000	10	27576	453	2152	4953	271
92	02/04/2021	10	17	21	34	38	0	50000000	13	16612	295	2588	3652	288
91	01/04/2021	11	14	23	28	36	0	50000000	7	33540	380	2185	4258	268
90	31/03/2021	22	28	32	33	39	0	50000000	8	24963	205	3445	2812	346
89	30/03/2021	10	15	16	23	31	0	50000000	10	22898	369	2194	4158	268
88	29/03/2021	17	29	34	35	37	0	50000000	7	27780	227	3029	2868	330
87	28/03/2021	2	10	30	32	39	0	50000000	6	21967	154	3026	2050	313
86	27/03/2021	5	6	15	19	31	0	50000000	14	20232	562	1782	5872	235
85	26/03/2021	2	9	10	27	31	0	50000000	18	11743	398	1878	4367	236
84	25/03/2021	7	12	14	26	35	0	50000000	10	23205	416	1972	4416	256
83	24/03/2021	6	11	20	23	37	0	50000000	14	14482	361	1986	4020	246
82	23/03/2021	1	9	19	28	36	0	50000000	16	14673	435	1908	4549	251
81	22/03/2021	10	15	25	33	38	0	50000000	11	17922	301	2316	3440	279
80	21/03/2021	6	29	33	36	39	0	50000000	11	12320	194	2470	1982	333
79	20/03/2021	11	20	23	29	31	0	50000000	14	20280	449	2236	5421	255
78	19/03/2021	5	8	11	20	25	0	50000000	21	10121	673	1116	5101	203
77	18/03/2021	13	25	26	34	40	0	50000000	6	39145	321	2587	3865	296
76	17/03/2021	4	5	12	20	26	0	50000000	12	16891	474	1512	4441	222
75	16/03/2021	1	14	15	32	37	0	50000000	7	33488	255	3251	3453	331
74	15/03/2021	11	14	19	30	39	0	50000000	6	32544	299	2309	3714	256
73	14/03/2021	15	16	17	27	32	0	50000000	3	46643	216	2291	2458	277
72	13/03/2021	9	26	28	32	33	0	50000000	5	58202	391	2632	4781	296
71	12/03/2021	5	8	13	24	31	0	50000000	16	13519	453	1688	4547	232
70	11/03/2021	2	7	12	19	27	2	50000000	30	8046	706	1209	5791	203
69	10/03/2021	3	16	19	20	35	0	50000000	8	26337	364	2047	4006	256
68	09/03/2021	12	21	27	30	31	0	50000000	5	47833	374	2261	4309	270
67	08/03/2021	8	19	21	35	37	0	50000000	7	29277	348	2082	3648	274
66	07/03/2021	17	18	24	27	40	0	50000000	5	28185	221	2255	2690	255
65	06/03/2021	14	20	24	26	32	0	50000000	11	26543	343	3010	4548	313
64	05/03/2021	4	23	26	32	38	0	50000000	8	27461	257	3023	3457	309
63	04/03/2021	1	13	27	28	36	0	50000000	6	41111	343	2543	4314	278
62	03/03/2021	1	7	13	34	38	0	50000000	6	36152	313	2450	3841	275
61	02/03/2021	18	25	32	38	39	0	50000000	6	41780	300	2955	3591	340
60	01/03/2021	9	17	18	19	22	0	50000000	18	11906	476	1592	4781	218
59	28/02/2021	2	15	24	33	37	0	50000000	7	20548	190	2677	2240	313
58	27/02/2021	1	5	13	18	25	0	50000000	23	12862	709	1475	6372	226
57	26/02/2021	21	28	29	32	39	0	50000000	4	54798	212	3656	3252	328
56	25/02/2021	16	18	23	26	40	0	50000000	14	17474	328	2637	4184	285
55	24/02/2021	5	15	17	30	32	0	50000000	16	13584	383	2006	4139	256
54	23/02/2021	4	8	12	24	34	0	50000000	23	10898	521	1701	4956	246
53	22/02/2021	9	12	26	32	40	0	50000000	9	23226	334	2213	3651	279
52	21/02/2021	2	9	20	27	32	0	50000000	7	20197	253	1976	2736	252
51	20/02/2021	6	9	13	14	36	0	50000000	14	20989	515	2017	5662	253
50	19/02/2021	2	23	25	29	33	0	50000000	11	20303	332	2379	4193	259
49	18/02/2021	12	13	18	22	23	0	50000000	9	27365	383	2274	5009	239
48	17/02/2021	1	3	16	23	37	0	50000000	11	19815	356	2165	4033	263
47	16/02/2021	4	11	12	26	38	0	50000000	10	25040	447	1981	4990	244
46	15/02/2021	1	5	18	34	37	0	50000000	1	210423	319	2332	3821	268
45	14/02/2021	11	22	24	26	32	0	50000000	5	29032	161	3188	2356	300
44	13/02/2021	17	19	26	30	40	0	50000000	10	29946	465	2277	5450	268
43	12/02/2021	3	21	27	28	38	0	50000000	13	17997	333	2484	4209	271
42	11/02/2021	3	7	9	15	17	0	50000000	33	7833	833	1097	6580	191
41	10/02/2021	6	11	27	30	34	0	50000000	14	16128	387	2063	4272	257
40	09/02/2021	2	13	19	26	32	0	50000000	10	24953	377	2340	4552	267
39	08/02/2021	2	15	18	31	32	0	50000000	5	42503	263	2857	3681	281
38	07/02/2021	9	10	16	25	32	0	50000000	6	23274	218	2265	2644	257
37	06/02/2021	3	19	22	28	38	0	50000000	15	19480	485	2130	5459	261
36	05/02/2021	4	11	14	16	39	0	50000000	9	24916	372	2131	4249	257
35	04/02/2021	12	13	17	20	35	1	50000000	18	13625	423	2050	4825	247
34	03/02/2021	5	8	29	34	40	0	50000000	9	24004	344	2220	4012	262
33	02/02/2021	2	11	13	34	38	0	50000000	15	16898	354	2532	4543	272
32	01/02/2021	4	12	19	21	25	0	50000000	20	10810	515	1484	4702	224
31	31/01/2021	5	11	23	30	31	0	50000000	16	8647	281	1741	2954	228
30	30/01/2021	3	7	16	20	40	1	50000000	26	11151	591	1734	6164	229
29	29/01/2021	5	7	16	18	32	0	50000000	15	14649	373	2083	4355	246
28	28/01/2021	19	20	22	37	38	0	50000000	8	30629	282	3072	3761	317
27	27/01/2021	9	13	19	36	37	0	50000000	8	26930	316	2411	3961	265
26	26/01/2021	24	27	29	36	40	0	50000000	3	82283	290	3010	3788	317
25	25/01/2021	5	13	15	21	36	0	50000000	8	26397	366	2040	4016	256
24	24/01/2021	5	18	26	31	34	0	50000000	4	33360	186	2537	2181	298
23	23/01/2021	10	20	26	28	30	0	50000000	12	24227	512	2008	5113	277
22	22/01/2021	4	8	15	17	40	0	50000000	13	16494	518	1463	4770	219
21	21/01/2021	20	22	30	34	38	0	50000000	7	34774	266	3236	3395	349
20	20/01/2021	3	5	15	21	23	0	50000000	20	10646	518	1453	4755	218
19	19/01/2021	10	15	24	35	39	0	50000000	13	18876	283	3066	3838	311
18	18/01/2021	3	10	19	23	27	0	50000000	16	13012	481	1530	4732	214
17	17/01/2021	1	9	15	27	39	0	50000000	7	19163	265	1790	2632	248
16	16/01/2021	1	6	18	28	36	0	50000000	17	16917	456	2230	5180	270
15	15/01/2021	2	6	11	22	35	1	50000000	10	21412	393	1926	4129	252
14	14/01/2021	4	8	15	20	30	0	50000000	17	14161	532	1600	5101	230
13	13/01/2021	9	13	22	26	30	0	50000000	16	13313	342	2202	4021	258
12	12/01/2021	10	23	24	36	38	1	50000000	8	29764	294	2864	3702	313
11	11/01/2021	2	3	5	21	26	0	50000000	7	29663	441	1665	4456	227
10	10/01/2021	9	15	18	27	39	0	50000000	8	16637	222	2120	2387	271
9	09/01/2021	8	21	25	28	39	0	50000000	9	30769	424	2309	4966	272
8	08/01/2021	7	10	18	25	36	0	50000000	18	12342	436	1801	4462	242
7	07/01/2021	3	6	13	18	25	0	50000000	15	16756	571	1556	5536	221
6	06/01/2021	8	10	15	22	31	0	50000000	11	12665	248	1986	2798	242
5	05/01/2021	3	7	22	28	37	0	50000000	16	15349	463	1875	4768	251
4	04/01/2021	14	18	24	30	33	0	50000000	6	36381	310	2490	3705	287
3	03/01/2021	1	3	7	8	38	0	50000000	10	12776	304	1486	2996	208
2	02/01/2021	16	19	23	37	39	0	50000000	10	26345	334	2789	4198	306
1	01/01/2021	12	14	28	30	40	0	50000000	3	29360	116	2685	1592	269
366	31/12/2020	5	10	15	20	33	1	50000000	30	8709	584	1582	5288	241
365	30/12/2020	15	29	34	35	40	0	50000000	7	34551	294	2909	3567	330
364	29/12/2020	8	21	23	27	32	0	50000000	15	17066	405	2235	4566	273
363	28/12/2020	3	5	16	27	31	0	50000000	19	11479	371	2079	4432	240
362	27/12/2020	1	10	12	28	38	0	50000000	14	9019	223	2002	2524	244
361	26/12/2020	9	13	27	34	39	0	50000000	4	27660	158	2476	1875	287
360	25/12/2020	3	12	18	31	40	0	50000000	6	14138	158	1898	1766	234
359	24/12/2020	3	6	22	33	39	0	50000000	9	26068	343	2419	4127	277
358	23/12/2020	9	14	23	25	33	0	50000000	11	21753	451	1876	4651	250
357	22/12/2020	1	9	17	19	40	0	50000000	23	10621	626	1379	5361	222
356	21/12/2020	1	2	10	25	39	0	50000000	7	29376	387	1879	4163	240
355	20/12/2020	3	7	11	24	36	0	50000000	11	12921	294	1709	3120	222
354	19/12/2020	1	13	19	28	38	1	50000000	11	24732	428	2247	5108	259
353	18/12/2020	3	8	12	28	40	2	50000000	12	17225	447	1635	4552	221
352	17/12/2020	7	10	29	31	40	0	50000000	14	16429	436	1865	4508	248
351	16/12/2020	11	13	14	21	27	0	50000000	8	24838	368	1909	4123	235
350	15/12/2020	8	11	14	17	18	0	50000000	20	11141	469	1680	5143	211
349	14/12/2020	2	15	19	30	34	0	50000000	3	62477	236	2808	3102	294
348	13/12/2020	15	18	26	33	38	1	50000000	7	19145	218	2174	2079	314
347	12/12/2020	4	5	14	22	40	0	50000000	13	20262	508	1833	5154	249
346	11/12/2020	11	14	23	32	34	0	50000000	8	24969	293	2411	3384	287
345	10/12/2020	3	17	24	31	37	0	50000000	10	21938	348	2229	4082	262
344	09/12/2020	7	10	16	20	33	0	50000000	14	14163	397	1766	4223	229
343	08/12/2020	8	12	13	22	33	0	50000000	10	13603	352	1366	3035	218
342	07/12/2020	2	14	26	36	38	0	50000000	4	53516	275	2752	3251	321
341	06/12/2020	3	5	8	16	35	0	50000000	2	61722	278	1570	2563	234
340	05/12/2020	6	18	24	30	34	0	50000000	24	10696	391	2321	4362	287
339	04/12/2020	8	18	30	33	35	0	50000000	7	27070	265	2528	3218	287
338	03/12/2020	11	16	19	29	31	0	50000000	13	16864	409	1895	4263	250
337	02/12/2020	2	17	21	25	26	0	50000000	3	62121	332	1985	3655	248
336	01/12/2020	5	6	12	29	40	0	50000000	16	13660	473	1634	4530	235
335	30/11/2020	6	11	14	23	25	0	50000000	11	16397	401	1590	3968	221
334	29/11/2020	2	5	13	30	40	0	50000000	7	16974	224	1875	2458	235
333	28/11/2020	12	26	33	34	38	0	50000000	10	25416	330	2723	3740	331
332	27/11/2020	3	6	13	34	38	0	50000000	6	31672	314	2140	3404	272
331	26/11/2020	3	8	24	27	30	0	50000000	12	17632	430	1740	4320	238
330	25/11/2020	3	11	13	21	28	0	50000000	12	15095	392	1634	4097	215
329	24/11/2020	12	14	16	22	33	0	50000000	7	29013	308	2331	3508	282
328	23/11/2020	10	27	32	35	38	1	50000000	3	57076	187	3238	2401	347
327	22/11/2020	4	9	10	34	38	0	50000000	3	37175	162	2434	2063	263
326	21/11/2020	6	20	27	29	32	0	50000000	8	30181	333	2564	4198	280
325	20/11/2020	7	14	23	30	38	0	50000000	8	22442	291	2181	3166	276
324	19/11/2020	17	22	29	35	36	0	50000000	10	20476	264	2742	3210	311
323	18/11/2020	11	13	20	33	37	0	50000000	8	22147	310	2021	3336	259
322	17/11/2020	4	14	15	16	25	0	50000000	17	12030	383	1888	3963	251
321	16/11/2020	9	13	14	31	38	0	50000000	7	24174	273	2192	3057	270
320	15/11/2020	17	23	27	29	39	0	50000000	5	22764	219	1838	2080	266
319	14/11/2020	19	20	24	27	30	0	50000000	9	27085	350	2463	4570	260
318	13/11/2020	18	19	22	35	36	0	50000000	5	37068	208	3151	2904	311
317	12/11/2020	13	18	24	33	37	0	50000000	7	28957	310	2312	3338	296
316	11/11/2020	7	12	22	28	40	0	50000000	7	25254	335	1866	3558	242
315	10/11/2020	7	11	32	34	37	0	50000000	11	18283	285	2495	3494	280
314	09/11/2020	4	11	23	24	34	1	50000000	4	43029	297	2049	3311	253
313	08/11/2020	6	9	12	20	28	0	50000000	10	11229	295	1346	2543	215
312	07/11/2020	13	20	26	30	34	0	50000000	6	39555	278	3019	3794	305
311	06/11/2020	8	13	21	29	32	0	50000000	8	22242	245	2568	3178	273
310	05/11/2020	1	17	19	25	33	0	50000000	12	17469	418	1773	4322	236
309	04/11/2020	4	15	29	37	39	0	50000000	8	23071	241	2708	2959	304
308	03/11/2020	5	7	10	15	32	0	50000000	16	13214	450	1661	4549	226
307	02/11/2020	1	2	4	9	12	0	50000000	16	11146	501	1258	4346	200
306	01/11/2020	3	4	18	26	29	0	50000000	4	30031	235	1807	2376	246
305	31/10/2020	11	13	25	33	36	0	50000000	12	20838	379	2333	4511	270
304	30/10/2020	1	7	14	15	21	0	50000000	7	26529	387	1696	3750	241
303	29/10/2020	6	11	16	22	31	0	50000000	18	11519	367	1998	3896	259
302	28/10/2020	10	11	17	29	34	1	50000000	10	18222	343	1878	3893	228
301	27/10/2020	2	10	13	23	37	0	50000000	9	22131	319	2208	3929	247
300	26/10/2020	9	10	23	34	39	0	50000000	5	33806	248	2410	3011	273
299	25/10/2020	5	12	22	23	36	0	50000000	8	15028	159	2673	2332	251
298	24/10/2020	4	9	10	20	38	0	50000000	16	15426	474	1841	5246	229
297	23/10/2020	14	21	22	24	33	0	50000000	8	22780	257	2507	2921	304
296	22/10/2020	10	15	34	39	40	0	50000000	4	51426	252	2886	3162	317
295	21/10/2020	11	13	22	38	39	0	50000000	10	18172	245	2623	3000	295
294	20/10/2020	3	7	30	34	38	0	50000000	6	34893	321	2306	3710	275
293	19/10/2020	4	14	32	34	39	0	50000000	4	43617	218	2830	2443	348
292	18/10/2020	14	16	25	32	36	0	50000000	3	40249	152	2809	1797	327
291	17/10/2020	5	30	31	34	40	0	50000000	7	36027	281	3173	3869	317
290	16/10/2020	2	7	23	26	38	0	50000000	9	21174	316	2132	3659	254
289	15/10/2020	2	3	10	12	20	1	50000000	33	6169	619	1163	4900	202
288	14/10/2020	3	11	17	30	33	1	50000000	14	12857	405	1571	3688	238
287	13/10/2020	10	11	18	21	23	0	50000000	10	21242	428	1755	4518	229
286	12/10/2020	5	20	24	30	32	0	50000000	7	24879	237	2598	3041	279
285	11/10/2020	12	18	28	30	31	0	50000000	4	30006	181	2345	2122	275
284	10/10/2020	5	31	32	35	40	0	50000000	9	28342	328	2750	3827	325
283	09/10/2020	3	4	19	23	34	0	50000000	13	14360	357	1849	3556	256
